cell_id,cell_lat,cell_lon,in_scope
719,40.2812289,-3.8786787,0
720,40.2812289,-3.8757271,0
721,40.2812289,-3.8727756,0
722,40.2812289,-3.8698241,0
723,40.2812289,-3.8668726,0
724,40.2812289,-3.8639210,0
725,40.2812289,-3.8609695,0
726,40.2812289,-3.8580180,0
727,40.2812289,-3.8550665,0
728,40.2812289,-3.8521149,0
729,40.2812289,-3.8491634,0
730,40.2812289,-3.8462119,0
731,40.2812289,-3.8432604,0
732,40.2812289,-3.8403088,0
733,40.2812289,-3.8373573,0
734,40.2812289,-3.8344058,0
735,40.2812289,-3.8314543,0
736,40.2812289,-3.8285027,0
737,40.2812289,-3.8255512,1
738,40.2812289,-3.8225997,1
739,40.2812289,-3.8196482,1
740,40.2812289,-3.8166966,1
741,40.2812289,-3.8137451,1
742,40.2812289,-3.8107936,1
743,40.2812289,-3.8078421,1
744,40.2812289,-3.8048906,1
745,40.2812289,-3.8019390,1
746,40.2812289,-3.7989875,1
747,40.2812289,-3.7960360,1
748,40.2812289,-3.7930845,1
749,40.2812289,-3.7901329,1
750,40.2812289,-3.7871814,1
751,40.2812289,-3.7842299,1
752,40.2812289,-3.7812784,1
753,40.2812289,-3.7783268,1
754,40.2812289,-3.7753753,1
755,40.2812289,-3.7724238,1
756,40.2812289,-3.7694723,1
757,40.2812289,-3.7665207,1
758,40.2812289,-3.7635692,1
759,40.2812289,-3.7606177,1
760,40.2812289,-3.7576662,1
761,40.2812289,-3.7547146,1
762,40.2812289,-3.7517631,1
763,40.2812289,-3.7488116,1
764,40.2812289,-3.7458601,1
765,40.2812289,-3.7429085,1
766,40.2812289,-3.7399570,1
767,40.2812289,-3.7370055,1
768,40.2812289,-3.7340540,1
769,40.2812289,-3.7311024,1
770,40.2812289,-3.7281509,1
771,40.2812289,-3.7251994,1
772,40.2812289,-3.7222479,0
773,40.2812289,-3.7192963,0
774,40.2812289,-3.7163448,0
775,40.2812289,-3.7133933,0
776,40.2812289,-3.7104418,0
777,40.2812289,-3.7074902,0
778,40.2812289,-3.7045387,1
779,40.2812289,-3.7015872,1
780,40.2812289,-3.6986357,1
781,40.2812289,-3.6956842,1
782,40.2812289,-3.6927326,1
783,40.2812289,-3.6897811,1
784,40.2812289,-3.6868296,1
785,40.2812289,-3.6838781,1
786,40.2812289,-3.6809265,1
787,40.2812289,-3.6779750,1
788,40.2812289,-3.6750235,1
789,40.2812289,-3.6720720,1
790,40.2812289,-3.6691204,0
791,40.2812289,-3.6661689,0
792,40.2812289,-3.6632174,0
793,40.2812289,-3.6602659,0
794,40.2812289,-3.6573143,0
795,40.2812289,-3.6543628,0
796,40.2812289,-3.6514113,0
797,40.2812289,-3.6484598,0
798,40.2812289,-3.6455082,0
799,40.2812289,-3.6425567,0
800,40.2812289,-3.6396052,0
801,40.2812289,-3.6366537,0
802,40.2812289,-3.6337021,0
803,40.2812289,-3.6307506,0
804,40.2812289,-3.6277991,0
805,40.2812289,-3.6248476,0
806,40.2812289,-3.6218960,0
807,40.2812289,-3.6189445,0
808,40.2812289,-3.6159930,0
809,40.2812289,-3.6130415,0
810,40.2812289,-3.6100899,0
811,40.2812289,-3.6071384,0
812,40.2812289,-3.6041869,0
813,40.2812289,-3.6012354,0
814,40.2812289,-3.5982839,0
